ProviderID,PotentialFraud,Total_Claims,Unique_Patients,Total_Paid,Avg_Paid_Per_Claim,Max_Claim_Amount,Inpatient_Claims,Outpatient_Claims,Fraud_Reimbursed_Amt,Legit_Reimbursed_Amt,Fraud_Rate_Pct
PRV56930,No,3,2,660,220,500,0,3,0,660,0
PRV52836,No,5,5,51000,10200,29000,5,0,0,51000,0
PRV55151,No,1,1,10000,10000,10000,1,0,0,10000,0
PRV53571,No,1,1,100,100,100,0,1,0,100,0
PRV55239,No,2,2,410,205,400,0,2,0,410,0
PRV52249,No,1,1,20,20,20,0,1,0,20,0
PRV51670,No,14,9,7050,503.57,6000,1,13,0,7050,0
PRV57230,Yes,31,27,251530,8113.87,31000,27,4,251530,0,100
PRV52815,Yes,26,24,390000,15000,125000,26,0,390000,0,100
PRV51263,Yes,18,15,210000,11666.67,57000,18,0,210000,0,100
PRV51826,Yes,21,20,265000,12619.05,57000,21,0,265000,0,100
PRV55449,No,1,1,30,30,30,0,1,0,30,0
PRV52260,No,3,3,80,26.67,30,0,3,0,80,0
PRV55052,No,1,1,10,10,10,0,1,0,10,0
PRV53628,No,10,9,20900,2090,13000,4,6,0,20900,0
PRV55003,No,7,7,55980,7997.14,28000,5,2,0,55980,0
PRV51620,No,3,3,20000,6666.67,9000,3,0,0,20000,0
PRV57728,No,2,2,7030,3515,6000,1,1,0,7030,0
PRV54943,No,2,2,18000,9000,16000,2,0,0,18000,0
PRV56621,No,1,1,3300,3300,3300,0,1,0,3300,0
PRV52357,No,14,13,69870,4990.71,15000,8,6,0,69870,0
PRV51256,No,1,1,70,70,70,0,1,0,70,0
PRV52165,Yes,11,10,91020,8274.55,15000,10,1,91020,0,100
PRV51857,Yes,26,21,379000,14576.92,57000,26,0,379000,0,100
PRV51584,Yes,13,13,159000,12230.77,57000,13,0,159000,0,100
PRV54776,No,5,5,30000,6000,15000,5,0,0,30000,0
PRV53705,No,4,4,32600,8150,17000,4,0,0,32600,0
PRV52738,No,5,3,340,68,200,0,5,0,340,0
PRV51089,No,19,19,179000,9421.05,41000,18,1,0,179000,0
PRV55385,No,8,7,70000,8750,29000,8,0,0,70000,0
PRV53288,No,1,1,70,70,70,0,1,0,70,0
PRV53710,No,65,55,534780,8227.38,47000,58,7,0,534780,0
PRV57172,Yes,118,90,905310,7672.12,52000,88,30,905310,0,100
PRV53320,No,7,5,65660,9380,45000,3,4,0,65660,0
PRV57207,No,1,1,100,100,100,0,1,0,100,0
PRV51399,Yes,68,61,711800,10467.65,103000,65,3,711800,0,100
PRV52156,No,15,15,239300,15953.33,92000,13,2,0,239300,0
PRV53070,No,12,10,111000,9250,39000,12,0,0,111000,0
PRV55409,No,1,1,30,30,30,0,1,0,30,0
PRV52986,No,9,7,124000,13777.78,30000,9,0,0,124000,0
PRV52431,No,2,2,680,340,600,0,2,0,680,0
PRV52463,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV54278,No,1,1,50,50,50,0,1,0,50,0
PRV52709,No,3,1,120,40,60,0,3,0,120,0
PRV52657,No,1,1,30,30,30,0,1,0,30,0
PRV53884,Yes,120,101,997040,8308.67,57000,117,3,997040,0,100
PRV56340,No,3,3,57000,19000,48000,3,0,0,57000,0
PRV53378,No,10,10,74000,7400,15000,10,0,0,74000,0
PRV54871,No,3,1,600,200,300,0,3,0,600,0
PRV52881,No,25,24,143410,5736.4,31000,20,5,0,143410,0
PRV57305,No,11,7,2050,186.36,700,0,11,0,2050,0
PRV56334,No,1,1,80,80,80,0,1,0,80,0
PRV55493,No,2,2,150,75,80,0,2,0,150,0
PRV56456,No,18,14,101240,5624.44,14000,14,4,0,101240,0
PRV52100,Yes,164,140,1523200,9287.8,57000,164,0,1523200,0,100
PRV54382,Yes,66,62,654020,9909.39,57000,66,0,654020,0,100
PRV56256,No,12,12,84030,7002.5,14000,11,1,0,84030,0
PRV55706,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV55202,No,2,1,420,210,400,0,2,0,420,0
PRV52907,No,10,3,1720,172,1000,0,10,0,1720,0
PRV54370,No,7,4,750,107.14,400,0,7,0,750,0
PRV51168,No,9,9,63000,7000,25000,9,0,0,63000,0
PRV52192,No,6,4,49000,8166.67,12000,6,0,0,49000,0
PRV51422,No,4,4,39000,9750,15000,4,0,0,39000,0
PRV56767,No,6,6,50000,8333.33,23000,6,0,0,50000,0
PRV53983,No,1,1,60,60,60,0,1,0,60,0
PRV52941,No,2,2,830,415,800,0,2,0,830,0
PRV53600,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV55214,No,2,2,110,55,60,0,2,0,110,0
PRV52857,No,18,7,65890,3660.56,24000,6,12,0,65890,0
PRV56398,No,2,2,4080,2040,4000,1,1,0,4080,0
PRV53100,No,6,6,50000,8333.33,34000,5,1,0,50000,0
PRV55911,Yes,50,39,403030,8060.6,30000,46,4,403030,0,100
PRV57225,No,49,46,418000,8530.61,30000,47,2,0,418000,0
PRV53245,Yes,21,14,177020,8429.52,41000,16,5,177020,0,100
PRV56684,No,17,17,158070,9298.24,36000,16,1,0,158070,0
PRV53814,No,4,4,18060,4515,9000,3,1,0,18060,0
PRV55255,No,1,1,80,80,80,0,1,0,80,0
PRV52211,No,2,2,60,30,30,0,2,0,60,0
PRV55483,Yes,65,50,773400,11898.46,57000,65,0,773400,0,100
PRV51816,No,7,7,68000,9714.29,24000,7,0,0,68000,0
PRV55428,No,1,1,7000,7000,7000,1,0,0,7000,0
PRV55058,No,8,5,770,96.25,200,0,8,0,770,0
PRV54991,No,3,3,1760,586.67,1300,0,3,0,1760,0
PRV54889,No,10,9,88120,8812,34000,7,3,0,88120,0
PRV51302,No,11,11,76000,6909.09,25000,10,1,0,76000,0
PRV56361,Yes,7,6,53000,7571.43,12000,7,0,53000,0,100
PRV52562,No,6,5,72000,12000,27000,6,0,0,72000,0
PRV57423,No,2,2,1020,510,1000,0,2,0,1020,0
PRV57364,No,3,2,42000,14000,23000,3,0,0,42000,0
PRV51061,No,4,4,6440,1610,3300,1,3,0,6440,0
PRV55195,Yes,18,17,236340,13130,65000,16,2,236340,0,100
PRV52341,No,2,2,960,480,900,0,2,0,960,0
PRV54520,No,1,1,400,400,400,0,1,0,400,0
PRV54578,No,3,2,3220,1073.33,2800,0,3,0,3220,0
PRV53242,Yes,108,94,1142260,10576.48,57000,105,3,1142260,0,100
PRV57409,Yes,25,23,206050,8242,23000,24,1,206050,0,100
PRV53695,No,3,3,510,170,300,0,3,0,510,0
PRV56555,No,59,57,491000,8322.03,38000,59,0,0,491000,0
PRV54683,No,5,5,8250,1650,8060,0,5,0,8250,0
PRV51766,No,2,2,30,15,20,0,2,0,30,0
PRV53393,No,2,2,9000,4500,5000,2,0,0,9000,0
PRV57744,No,1,1,100,100,100,0,1,0,100,0
PRV51338,Yes,7,7,73000,10428.57,18000,7,0,73000,0,100
PRV54695,No,1,1,3300,3300,3300,0,1,0,3300,0
PRV55136,No,8,8,102000,12750,41000,8,0,0,102000,0
PRV51171,No,1,1,60,60,60,0,1,0,60,0
PRV57151,No,4,4,800,200,400,0,4,0,800,0
PRV55138,No,3,3,25000,8333.33,11000,3,0,0,25000,0
PRV52727,No,1,1,100,100,100,0,1,0,100,0
PRV56264,No,20,16,165490,8274.5,54000,19,1,0,165490,0
PRV53442,No,9,8,82200,9133.33,31000,8,1,0,82200,0
PRV53469,No,1,1,200,200,200,0,1,0,200,0
PRV56057,No,9,9,97000,10777.78,26000,9,0,0,97000,0
PRV56209,No,1,1,0,0,0,0,1,0,0,0
PRV55687,No,8,7,31130,3891.25,12000,5,3,0,31130,0
PRV56496,No,4,1,330,82.5,200,0,4,0,330,0
PRV55556,No,2,2,100,50,60,0,2,0,100,0
PRV52343,Yes,45,40,404380,8986.22,34000,42,3,404380,0,100
PRV52090,No,7,6,1420,202.86,500,0,7,0,1420,0
PRV55516,No,27,25,203410,7533.7,26000,22,5,0,203410,0
PRV51164,No,54,49,447580,8288.52,41000,41,13,0,447580,0
PRV55585,No,4,4,550,137.5,300,0,4,0,550,0
PRV54349,No,2,1,600,300,400,0,2,0,600,0
PRV55695,No,1,1,70,70,70,0,1,0,70,0
PRV53096,No,6,2,8430,1405,3300,0,6,0,8430,0
PRV53933,No,7,2,690,98.57,400,0,7,0,690,0
PRV55661,No,14,11,202000,14428.57,52000,14,0,0,202000,0
PRV56712,No,2,1,5000,2500,3000,2,0,0,5000,0
PRV51540,No,7,7,57000,8142.86,13000,7,0,0,57000,0
PRV54080,No,16,5,2930,183.13,1300,0,16,0,2930,0
PRV54244,No,51,48,521720,10229.8,40000,49,2,0,521720,0
PRV51235,No,2,2,10000,5000,5000,2,0,0,10000,0
PRV52918,No,13,12,108700,8361.54,16000,13,0,0,108700,0
PRV57568,No,19,19,112000,5894.74,16000,18,1,0,112000,0
PRV53896,No,1,1,40,40,40,0,1,0,40,0
PRV57763,No,1,1,200,200,200,0,1,0,200,0
PRV51569,No,1,1,0,0,0,0,1,0,0,0
PRV54289,No,1,1,200,200,200,0,1,0,200,0
PRV56527,No,2,1,90,45,70,0,2,0,90,0
PRV51281,No,3,3,1000,333.33,600,0,3,0,1000,0
PRV57403,No,15,13,172000,11466.67,36000,15,0,0,172000,0
PRV51696,No,1,1,10,10,10,0,1,0,10,0
PRV52950,No,1,1,90,90,90,0,1,0,90,0
PRV51630,No,2,2,50,25,50,1,1,0,50,0
PRV57372,No,15,12,119000,7933.33,24000,15,0,0,119000,0
PRV56432,No,7,6,48050,6864.29,19000,6,1,0,48050,0
PRV52458,No,1,1,27000,27000,27000,1,0,0,27000,0
PRV56464,No,2,2,230,115,200,0,2,0,230,0
PRV52150,No,36,35,373430,10373.06,57000,31,5,0,373430,0
PRV51946,No,26,25,183190,7045.77,28000,23,3,0,183190,0
PRV54972,No,1,1,50,50,50,0,1,0,50,0
PRV54391,Yes,24,21,158120,6588.33,33000,21,3,158120,0,100
PRV51516,No,3,3,25000,8333.33,15000,3,0,0,25000,0
PRV53635,No,6,6,82500,13750,54000,5,1,0,82500,0
PRV54960,No,4,4,1550,387.5,1100,0,4,0,1550,0
PRV53042,No,2,2,2300,1150,1500,0,2,0,2300,0
PRV52898,No,49,46,513100,10471.43,57000,48,1,0,513100,0
PRV54504,Yes,44,36,416400,9463.64,57000,44,0,416400,0,100
PRV53597,No,6,6,41000,6833.33,17000,6,0,0,41000,0
PRV55271,No,1,1,10,10,10,0,1,0,10,0
PRV57311,No,3,2,150,50,80,0,3,0,150,0
PRV51851,Yes,62,52,550080,8872.26,57000,53,9,550080,0,100
PRV55522,No,4,3,2890,722.5,1900,0,4,0,2890,0
PRV57215,No,8,6,47000,5875,18000,8,0,0,47000,0
PRV55146,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV55731,No,4,4,770,192.5,500,0,4,0,770,0
PRV53123,No,8,3,1550,193.75,800,0,8,0,1550,0
PRV55459,No,3,3,560,186.67,400,0,3,0,560,0
PRV57490,No,21,19,201200,9580.95,25000,21,0,0,201200,0
PRV52719,No,1,1,100,100,100,0,1,0,100,0
PRV52661,No,4,4,1940,485,1000,0,4,0,1940,0
PRV53673,No,14,14,179000,12785.71,27000,14,0,0,179000,0
PRV52112,No,24,24,245000,10208.33,29000,24,0,0,245000,0
PRV51551,No,6,6,106200,17700,57000,5,1,0,106200,0
PRV52120,Yes,187,164,1629290,8712.78,57000,165,22,1629290,0,100
PRV51794,No,2,2,80,40,40,0,2,0,80,0
PRV51864,No,7,7,60030,8575.71,36000,6,1,0,60030,0
PRV51713,No,1,1,80,80,80,0,1,0,80,0
PRV55165,Yes,36,34,282700,7852.78,33000,30,6,282700,0,100
PRV53706,Yes,285,265,2776630,9742.56,119000,282,3,2776630,0,100
PRV51746,No,2,2,600,300,400,0,2,0,600,0
PRV54773,No,11,11,156200,14200,38000,10,1,0,156200,0
PRV54590,No,1,1,16000,16000,16000,1,0,0,16000,0
PRV53411,No,1,1,200,200,200,0,1,0,200,0
PRV51879,No,6,1,3710,618.33,1500,0,6,0,3710,0
PRV52826,Yes,4,1,3960,990,3200,0,4,3960,0,100
PRV52326,No,8,7,66000,8250,16000,8,0,0,66000,0
PRV51155,No,2,2,100,50,100,0,2,0,100,0
PRV52366,No,28,26,226470,8088.21,31000,25,3,0,226470,0
PRV52745,No,2,2,130,65,100,0,2,0,130,0
PRV55378,No,14,13,132000,9428.57,35000,14,0,0,132000,0
PRV52460,No,13,9,90000,6923.08,20000,13,0,0,90000,0
PRV52284,No,1,1,40,40,40,0,1,0,40,0
PRV54633,No,1,1,70,70,70,0,1,0,70,0
PRV54059,No,18,18,172000,9555.56,45000,18,0,0,172000,0
PRV56435,Yes,6,5,30520,5086.67,17000,4,2,30520,0,100
PRV57094,No,3,3,48000,16000,19000,3,0,0,48000,0
PRV51141,No,1,1,1200,1200,1200,0,1,0,1200,0
PRV54582,No,2,2,3110,1555,3100,0,2,0,3110,0
PRV56200,No,2,2,90,45,90,0,2,0,90,0
PRV53584,No,1,1,20,20,20,0,1,0,20,0
PRV55121,No,20,20,173070,8653.5,57000,20,0,0,173070,0
PRV51059,Yes,26,24,401030,15424.23,57000,25,1,401030,0,100
PRV51849,No,6,6,18260,3043.33,9000,3,3,0,18260,0
PRV53325,No,1,1,40,40,40,0,1,0,40,0
PRV53887,Yes,11,5,860,78.18,300,0,11,860,0,100
PRV52654,No,59,57,453780,7691.19,26000,58,1,0,453780,0
PRV54409,No,6,6,32090,5348.33,14000,5,1,0,32090,0
PRV52074,No,14,14,136200,9728.57,33000,11,3,0,136200,0
PRV55006,No,4,4,19040,4760,10000,3,1,0,19040,0
PRV54507,No,40,31,340400,8510,32000,39,1,0,340400,0
PRV51623,No,7,7,53000,7571.43,19000,7,0,0,53000,0
PRV57638,No,9,8,72400,8044.44,17000,9,0,0,72400,0
PRV56352,No,4,4,35000,8750,18000,4,0,0,35000,0
PRV51486,No,2,2,730,365,700,0,2,0,730,0
PRV53294,No,16,9,1450,90.63,500,0,16,0,1450,0
PRV56715,No,3,3,16000,5333.33,7000,3,0,0,16000,0
PRV55157,No,3,3,16000,5333.33,7000,3,0,0,16000,0
PRV51432,No,7,7,56000,8000,24000,7,0,0,56000,0
PRV51404,No,2,2,12100,6050,12000,1,1,0,12100,0
PRV53283,No,5,4,55700,11140,26000,3,2,0,55700,0
PRV52302,No,14,9,127100,9078.57,57000,11,3,0,127100,0
PRV56672,No,2,2,130,65,100,0,2,0,130,0
PRV56742,No,11,11,116570,10597.27,41000,9,2,0,116570,0
PRV54297,Yes,8,7,168000,21000,57000,8,0,168000,0,100
PRV54588,No,1,1,30,30,30,0,1,0,30,0
PRV55156,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV52506,No,1,1,90,90,90,0,1,0,90,0
PRV52054,No,4,4,1690,422.5,1100,0,4,0,1690,0
PRV51734,No,1,1,80,80,80,0,1,0,80,0
PRV56544,No,18,18,99000,5500,12000,18,0,0,99000,0
PRV55225,Yes,11,11,179120,16283.64,57000,9,2,179120,0,100
PRV55035,No,1,1,10,10,10,0,1,0,10,0
PRV56037,No,1,1,80,80,80,0,1,0,80,0
PRV53269,Yes,121,100,958250,7919.42,39000,112,9,958250,0,100
PRV55192,No,19,18,147620,7769.47,24000,15,4,0,147620,0
PRV52930,No,5,1,480,96,300,0,5,0,480,0
PRV56622,No,2,2,4000,2000,2200,0,2,0,4000,0
PRV52565,No,17,14,109430,6437.06,42000,11,6,0,109430,0
PRV57162,Yes,8,8,163400,20425,90000,7,1,163400,0,100
PRV51305,No,11,9,98000,8909.09,35000,11,0,0,98000,0
PRV56632,No,7,4,39000,5571.43,9000,7,0,0,39000,0
PRV52295,No,5,5,19000,3800,5000,5,0,0,19000,0
PRV57077,No,3,2,29000,9666.67,13000,3,0,0,29000,0
PRV56291,No,2,1,1500,750,1200,0,2,0,1500,0
PRV53314,No,6,4,77600,12933.33,57000,4,2,0,77600,0
PRV52872,No,3,3,100,33.33,60,0,3,0,100,0
PRV57543,Yes,50,47,436060,8721.2,40000,46,4,436060,0,100
PRV56759,No,2,2,27000,13500,21000,2,0,0,27000,0
PRV56902,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV52061,No,1,1,30,30,30,0,1,0,30,0
PRV51574,Yes,97,36,23150,238.66,2800,0,97,23150,0,100
PRV51229,No,1,1,1200,1200,1200,0,1,0,1200,0
PRV52882,No,1,1,200,200,200,0,1,0,200,0
PRV52175,No,6,4,880,146.67,600,0,6,0,880,0
PRV56001,No,57,54,525000,9210.53,36000,57,0,0,525000,0
PRV57101,No,31,28,296690,9570.65,36000,30,1,0,296690,0
PRV57682,No,1,1,2900,2900,2900,0,1,0,2900,0
PRV52552,No,12,12,107070,8922.5,27000,11,1,0,107070,0
PRV53451,No,5,5,25000,5000,11000,5,0,0,25000,0
PRV54737,No,13,13,161000,12384.62,42000,13,0,0,161000,0
PRV55110,No,1,1,40,40,40,0,1,0,40,0
PRV53715,No,1,1,400,400,400,0,1,0,400,0
PRV57062,No,2,2,340,170,300,0,2,0,340,0
PRV51060,No,5,5,35000,7000,14000,5,0,0,35000,0
PRV57085,No,5,5,42000,8400,22000,5,0,0,42000,0
PRV57352,No,4,4,15800,3950,9000,3,1,0,15800,0
PRV56720,No,2,2,16000,8000,12000,2,0,0,16000,0
PRV53491,No,1,1,40,40,40,0,1,0,40,0
PRV52195,Yes,10,10,120000,12000,43000,10,0,120000,0,100
PRV51829,No,5,5,36000,7200,14000,5,0,0,36000,0
PRV53232,No,1,1,100,100,100,0,1,0,100,0
PRV52212,No,3,3,410,136.67,200,0,3,0,410,0
PRV55258,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV55551,No,3,2,2110,703.33,2000,0,3,0,2110,0
PRV51196,No,13,9,1660,127.69,500,0,13,0,1660,0
PRV55682,No,6,5,57000,9500,15000,6,0,0,57000,0
PRV55916,No,115,95,1308500,11378.26,57000,115,0,0,1308500,0
PRV56395,No,7,7,107000,15285.71,37000,7,0,0,107000,0
PRV55414,No,4,4,10530,2632.5,5000,2,2,0,10530,0
PRV53131,No,6,6,47000,7833.33,15000,6,0,0,47000,0
PRV52897,No,3,3,180,60,80,0,3,0,180,0
PRV55175,No,34,31,192330,5656.76,47000,23,11,0,192330,0
PRV55908,No,22,20,289000,13136.36,35000,22,0,0,289000,0
PRV51949,No,22,21,246300,11195.45,103000,19,3,0,246300,0
PRV51525,No,8,8,56570,7071.25,21000,5,3,0,56570,0
PRV56228,No,5,2,460,92,300,0,5,0,460,0
PRV56918,Yes,7,7,142000,20285.71,57000,7,0,142000,0,100
PRV53932,No,84,82,860700,10246.43,57000,82,2,0,860700,0
PRV51312,No,4,3,19000,4750,7000,4,0,0,19000,0
PRV57188,No,5,5,41000,8200,19000,5,0,0,41000,0
PRV57413,No,1,1,100,100,100,0,1,0,100,0
PRV51176,No,9,9,2770,307.78,1900,0,9,0,2770,0
PRV56540,No,1,1,0,0,0,1,0,0,0,0
PRV51937,No,1,1,20,20,20,0,1,0,20,0
PRV55133,No,2,2,50000,25000,34000,2,0,0,50000,0
PRV54251,No,7,7,57030,8147.14,16000,6,1,0,57030,0
PRV51042,No,4,4,920,230,400,0,4,0,920,0
PRV57643,No,9,7,56100,6233.33,12000,7,2,0,56100,0
PRV52130,No,12,11,116170,9680.83,57000,10,2,0,116170,0
PRV54637,No,13,12,226000,17384.62,57000,13,0,0,226000,0
PRV54077,Yes,52,46,521000,10019.23,50000,52,0,521000,0,100
PRV51272,No,2,2,22000,11000,18000,2,0,0,22000,0
PRV51769,No,1,1,50,50,50,0,1,0,50,0
PRV56202,No,1,1,10000,10000,10000,1,0,0,10000,0
PRV54564,No,12,7,3040,253.33,800,0,12,0,3040,0
PRV52142,No,28,28,242900,8675,33000,28,0,0,242900,0
PRV54085,No,59,59,552200,9359.32,28000,58,1,0,552200,0
PRV52589,Yes,90,76,728020,8089.11,54000,81,9,728020,0,100
PRV56726,No,3,3,67000,22333.33,57000,3,0,0,67000,0
PRV53135,No,7,6,68000,9714.29,18000,7,0,0,68000,0
PRV53483,No,2,2,10000,5000,7000,2,0,0,10000,0
PRV56566,Yes,1,1,12000,12000,12000,1,0,12000,0,100
PRV53612,No,7,7,27200,3885.71,8000,6,1,0,27200,0
PRV54233,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV54842,No,3,3,17000,5666.67,11000,3,0,0,17000,0
PRV55692,No,13,6,22570,1736.15,10000,3,10,0,22570,0
PRV51335,No,5,1,1260,252,500,0,5,0,1260,0
PRV52391,No,1,1,20,20,20,0,1,0,20,0
PRV52008,No,1,1,200,200,200,0,1,0,200,0
PRV54907,No,2,2,2000,1000,1600,0,2,0,2000,0
PRV52691,No,3,3,20000,6666.67,11000,3,0,0,20000,0
PRV53768,No,6,6,21700,3616.67,6000,5,1,0,21700,0
PRV51560,Yes,202,169,1946280,9635.05,57000,200,2,1946280,0,100
PRV55523,No,2,1,160,80,100,0,2,0,160,0
PRV53021,Yes,20,16,213110,10655.5,30000,18,2,213110,0,100
PRV54336,Yes,19,17,169760,8934.74,48000,14,5,169760,0,100
PRV51014,No,1,1,0,0,0,0,1,0,0,0
PRV51190,No,4,4,24800,6200,15000,3,1,0,24800,0
PRV56444,Yes,18,13,14610,811.67,3300,0,18,14610,0,100
PRV52328,No,1,1,50,50,50,0,1,0,50,0
PRV55846,No,46,45,488100,10610.87,80000,46,0,0,488100,0
PRV51159,Yes,72,66,636850,8845.14,57000,65,7,636850,0,100
PRV52396,Yes,17,16,148000,8705.88,17000,17,0,148000,0,100
PRV51809,No,27,26,242020,8963.7,33000,27,0,0,242020,0
PRV55169,No,95,88,809080,8516.63,57000,83,12,0,809080,0
PRV56702,No,8,2,1360,170,800,0,8,0,1360,0
PRV51479,No,17,17,81180,4775.29,15000,13,4,0,81180,0
PRV51165,No,26,26,306000,11769.23,57000,26,0,0,306000,0
PRV51693,No,6,2,910,151.67,500,0,6,0,910,0
PRV53808,Yes,203,193,1855270,9139.26,57000,195,8,1855270,0,100
PRV56552,No,2,1,2000,1000,1800,0,2,0,2000,0
PRV54894,Yes,138,120,1731700,12548.55,103000,138,0,1731700,0,100
PRV51695,No,5,2,400,80,200,0,5,0,400,0
PRV57406,No,47,41,489010,10404.47,75000,46,1,0,489010,0
PRV56628,No,10,10,83870,8387,24000,9,1,0,83870,0
PRV51286,No,16,13,136090,8505.63,33000,15,1,0,136090,0
PRV53698,No,2,2,800,400,600,0,2,0,800,0
PRV52532,No,1,1,60,60,60,0,1,0,60,0
PRV54573,No,1,1,30,30,30,0,1,0,30,0
PRV56658,No,5,4,21090,4218,20000,1,4,0,21090,0
PRV51710,No,15,15,121000,8066.67,37000,14,1,0,121000,0
PRV53598,No,8,8,70000,8750,15000,8,0,0,70000,0
PRV51869,No,2,2,21000,10500,18000,2,0,0,21000,0
PRV55045,No,1,1,80,80,80,0,1,0,80,0
PRV55270,No,2,2,5200,2600,5000,1,1,0,5200,0
PRV53676,No,10,6,9660,966,3100,0,10,0,9660,0
PRV57501,No,2,2,340,170,300,0,2,0,340,0
PRV56733,No,14,14,79040,5645.71,17000,12,2,0,79040,0
PRV57144,No,8,8,70000,8750,17000,8,0,0,70000,0
PRV51830,No,6,6,20000,3333.33,5000,6,0,0,20000,0
PRV56840,No,2,1,900,450,500,0,2,0,900,0
PRV57150,No,4,4,440,110,300,0,4,0,440,0
PRV53682,No,1,1,0,0,0,0,1,0,0,0
PRV55024,No,5,5,18340,3668,8000,3,2,0,18340,0
PRV56584,No,5,5,21060,4212,9000,4,1,0,21060,0
PRV52081,No,4,4,18090,4522.5,9000,3,1,0,18090,0
PRV53397,Yes,3,3,116000,38666.67,91000,3,0,116000,0,100
PRV51131,No,1,1,10,10,10,0,1,0,10,0
PRV51613,No,4,4,18000,4500,9000,4,0,0,18000,0
PRV56974,No,1,1,80,80,80,0,1,0,80,0
PRV56873,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV53128,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV55087,No,5,4,710,142,400,0,5,0,710,0
PRV55379,No,4,4,36000,9000,19000,4,0,0,36000,0
PRV55671,No,2,2,16000,8000,9000,2,0,0,16000,0
PRV51252,No,19,19,142060,7476.84,27000,18,1,0,142060,0
PRV53709,No,1,1,100,100,100,0,1,0,100,0
PRV52135,Yes,210,189,1816300,8649.05,57000,210,0,1816300,0,100
PRV54508,No,1,1,100,100,100,0,1,0,100,0
PRV52222,No,4,4,990,247.5,800,0,4,0,990,0
PRV51156,No,17,14,3790,222.94,800,0,17,0,3790,0
PRV54774,No,7,7,60080,8582.86,33000,5,2,0,60080,0
PRV52169,No,1,1,900,900,900,0,1,0,900,0
PRV54258,Yes,121,98,1186110,9802.56,57000,118,3,1186110,0,100
PRV57205,No,13,13,119700,9207.69,47000,12,1,0,119700,0
PRV52099,No,4,4,14040,3510,9000,2,2,0,14040,0
PRV57301,No,4,4,28000,7000,10000,4,0,0,28000,0
PRV51031,No,29,27,329060,11346.9,68000,28,1,0,329060,0
PRV51349,No,5,5,37000,7400,14000,5,0,0,37000,0
PRV52062,No,2,2,110,55,70,0,2,0,110,0
PRV52698,No,1,1,7000,7000,7000,1,0,0,7000,0
PRV52154,No,11,9,1850,168.18,800,0,11,0,1850,0
PRV53295,Yes,35,34,301730,8620.86,57000,29,6,301730,0,100
PRV55445,No,4,2,1250,312.5,1100,0,4,0,1250,0
PRV56277,No,1,1,500,500,500,0,1,0,500,0
PRV55018,Yes,63,60,612000,9714.29,49000,63,0,612000,0,100
PRV56778,No,17,17,114140,6714.12,24000,15,2,0,114140,0
PRV52281,No,41,41,408000,9951.22,44000,41,0,0,408000,0
PRV57017,Yes,23,21,266100,11569.57,51000,23,0,266100,0,100
PRV51067,Yes,12,11,326000,27166.67,83000,12,0,326000,0,100
PRV52926,No,6,6,51130,8521.67,35000,4,2,0,51130,0
PRV57675,No,1,1,80,80,80,0,1,0,80,0
PRV52827,No,3,3,1110,370,1100,0,3,0,1110,0
PRV53374,No,7,3,890,127.14,300,0,7,0,890,0
PRV52914,No,6,2,1990,331.67,1500,0,6,0,1990,0
PRV56261,No,3,3,150,50,70,0,3,0,150,0
PRV55005,No,56,56,500000,8928.57,42000,56,0,0,500000,0
PRV54276,No,6,5,88250,14708.33,57000,4,2,0,88250,0
PRV52976,No,4,4,29000,7250,15000,4,0,0,29000,0
PRV56355,No,4,4,43000,10750,25000,4,0,0,43000,0
PRV52659,No,1,1,200,200,200,0,1,0,200,0
PRV52649,Yes,36,20,18060,501.67,3300,0,36,18060,0,100
PRV53781,Yes,95,87,884160,9306.95,73000,79,16,884160,0,100
PRV52163,No,3,3,12020,4006.67,7000,2,1,0,12020,0
PRV52332,No,1,1,10,10,10,0,1,0,10,0
PRV51446,No,12,12,94000,7833.33,21000,12,0,0,94000,0
PRV55122,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV57031,No,17,17,161400,9494.12,27000,15,2,0,161400,0
PRV56545,No,1,1,7000,7000,7000,1,0,0,7000,0
PRV51993,No,1,1,30,30,30,0,1,0,30,0
PRV55155,No,9,9,68000,7555.56,18000,9,0,0,68000,0
PRV56151,No,1,1,90,90,90,0,1,0,90,0
PRV54828,Yes,3,3,88000,29333.33,57000,3,0,88000,0,100
PRV53038,No,8,1,590,73.75,200,0,8,0,590,0
PRV55056,No,1,1,20,20,20,0,1,0,20,0
PRV56625,No,1,1,1500,1500,1500,0,1,0,1500,0
PRV56026,No,1,1,10,10,10,0,1,0,10,0
PRV53956,No,12,8,690,57.5,100,0,12,0,690,0
PRV52679,No,4,1,710,177.5,400,0,4,0,710,0
PRV56680,No,8,8,61000,7625,23000,8,0,0,61000,0
PRV57006,No,2,2,50,25,50,0,2,0,50,0
PRV52176,No,21,21,312000,14857.14,44000,21,0,0,312000,0
